plantid	sites	rate
A4898:250422995	19062	0.059319238453256
A4900:250422996	13680	0.0425709360004481
A4901:250422997	16724	0.0520435916426531
A4905:250422998	13849	0.043096848879401
A4906:250422999	20974	0.0652692113796344
A4911:250423000	15594	0.0485271327478792
A4918:250423001	18658	0.0580620266006112
A4921:250423002	12636	0.0393221014109402
A4925:250423003	19840	0.0617403048427552
A4930:250423004	19186	0.0597051153585232
A4931:250423005	14777	0.0459847018478525
A4933:250423006	17186	0.0534812943058261
A4946:250423007	14149	0.0440304220373056
A4949:250423008	21239	0.0660938676691168
A4953:250423009	16583	0.0516048122584379
A4955:250423010	18337	0.0570631033216533
A4957:250423011	17159	0.0533972727216147
A4959:250423012	8486	0.0264076727265938
A4960:250423013	15648	0.0486951759163021
A4961:250423014	17113	0.0532541248374027
A4964:250423015	18872	0.0587279754532498
A4965:250423016	15615	0.0485924828689326
A4974:250423017	19073	0.0593534694690458
A4975:250423018	16894	0.0525726164321323
A4977:250423019	19343	0.0601936853111599
A4980:250423020	16584	0.0516079241689643
A4981:250423021	14671	0.0456548393320595
A4982:250423022	13717	0.042686076689923
A4984:250423023	13624	0.0423966690109726
A4985:250423024	24494	0.0762231364323813
A4986:250423025	18425	0.057336951447972
A4987:250423026	15982	0.0497345540321025
A4988:250423027	17536	0.0545704629900481
A4990:250423028	12517	0.0389517840583048
A4991:250423029	16201	0.0504160624373728
A4994:250423030	16880	0.0525290496847635
A4999:250423031	25153	0.078273885469245
A5000:250423032	13029	0.0405450822477952
A5010:250423033	14025	0.0436445451320384
A5012:250423034	19989	0.0622039795111811
A5014:250423035	21432	0.066694466400702
A5015:250423036	14494	0.0451040311688958
A5019:250423037	20128	0.0626365350743435
A5023:250423038	17040	0.0530269553689792
A5024:250423039	14236	0.0443011582530979
A5029:250423040	19497	0.0606729195322176
A5031:250423041	21076	0.065586626253322
A5033:250423042	17323	0.0539076260479359
A5035:250421296	26430	0.0822477952113921
A5037:250421297	20538	0.0639124183901464
A5042:250421298	20371	0.0633927293322462
A5043:250421299	23805	0.0740790300797271
A5044:250421300	31363	0.0975988498378695
A5045:250421301	22116	0.0688230132007245
A5047:250421302	28175	0.0876780790798703
A5048:250421303	36534	0.113690539169618
A5050:250421304	23725	0.0738300772376193
A5051:250421305	11772	0.0366334107161751
A5053:250421306	16605	0.0516732742900176
A5056:250421307	21852	0.0680014688217684
A5057:250421308	16515	0.0513932023426462
A5059:250421309	17589	0.0547353942479446
A5060:250421310	14614	0.0454774604320577
A5064:250421311	28199	0.0877527649325027
A5065:250441943	17651	0.0549283327005782
A5067:250421312	23231	0.0722927934376031
A5070:250421313	28239	0.0878772413535566
A5072:250421314	17314	0.0538796188531987
A5074:250421315	15566	0.0484399992531415
A5077:250421316	18745	0.0583327628164035
A5078:250421317	17392	0.0541223478742539
A5079:250421318	10485	0.0326283818687645
A5089:250421319	21718	0.0675844728112377
A5090:250421320	21079	0.065595961984901
A5091:250421321	17689	0.0550465853005794
A5095:250421322	11605	0.0361137216582749
A5099:250421323	7517	0.023392231426562
A5101:250421324	18576	0.0578068499374506
A5102:250421325	19277	0.0599882992164209
A5103:250421326	20055	0.0624093656059201
A5105:250421327	27243	0.0847777784693134
A5106:250421328	20136	0.0626614303585543
A5107:250421329	21563	0.0671021266796537
A5110:250421330	16262	0.0506058889794801
A5113:250421331	21645	0.0673573033428143
A5115:250421333	9678	0.0301170700740012
A5116:250421334	18361	0.0571377891742857
A5117:250421335	22867	0.0711600580060122
A5120:250421336	16716	0.0520186963584423
A5121:250421337	15084	0.0469400583794415
A5124:250421338	18025	0.0560921872374325
A5125:250421339	13847	0.0430906250583483
A5130:250421341	16680	0.0519066675794938
A5134:250421342	15583	0.0484929017320894
A5135:250421343	19385	0.0603243855532666
A5142:250421344	21664	0.0674164296428149
A5143:250421345	14534	0.0452285075899498
A5144:250421346	17965	0.0559054726058516
A5146:250421347	12201	0.0379684203319786
A5152:250421348	22397	0.0696974600586284
A5156:250421349	12928	0.040230779284634
A5157:250441944	15662	0.0487387426636709
A5170:250421350	22462	0.069899734242841
A5171:250421351	17397	0.0541379074268857
A5172:250421352	17268	0.0537364709689867
A5173:250421353	19785	0.061569149763806
A5174:250421354	17004	0.0529149265900307
A5177:250421355	18199	0.0566336596690172
A5179:250421356	23397	0.0728093705849769
A5181:250421357	13753	0.0427981054688716
A5184:250421358	19234	0.0598544870637879
A5187:250421359	24924	0.0775612579587112
A5189:250421360	25148	0.0782583259166132
A5192:250421361	11069	0.0344457376161521
A5193:250421362	13254	0.0412452621162236
A5196:250421363	18851	0.0586626253321964
A5197:250421364	15522	0.0483030751899821
A5199:250421365	17603	0.0547789609953135
A5200:250421366	20484	0.0637443752217236
A5209:250441945	10594	0.0329675801161365
A5211:250421367	23606	0.0734597598849838
A5212:250421368	25922	0.080666944664007
A5217:250421369	21757	0.0677058373217653
A5218:250421370	18417	0.0573120561637612
A5220:250441947	17830	0.0554853646847946
A5223:250421371	17046	0.0530456268321373
A5224:250421372	17421	0.054212593279518
A5238:250421373	17832	0.0554915885058473
A5241:250441948	16152	0.0502635788215817
A5246:250421374	23045	0.0717139780797023
A5248:250421375	25086	0.0780653874639796
A5255:250421376	21639	0.0673386318796562
A5257:250421377	14279	0.0444349704057309
A5258:250441949	11898	0.037025511442495
A5265:250421378	15609	0.0485738114057745
A5269:250421379	18827	0.0585879394795641
A5270_1:250441822	4654	0.0144828315896261
A5270:250421380	23420	0.072880944527083
A5276:250421381	20713	0.0644570027322574
A5277_1:250441823	1766	0.00549563398953153
A5277:250421382	17456	0.0543215101479402
A5278:250421383	19277	0.0599882992164209
A5279_1:250441824	193	0.00060059873158527
A5279:250421384	24539	0.076363172406067
A5280:250421385	15304	0.0476246786952382
A5281:250421386	15338	0.047730483653134
A5282:250421387	16899	0.0525881759847641
A5284:250421388	14876	0.046292780989961
A5285:250421389	12360	0.038463214105668
A5286:250421390	13863	0.0431404156267699
A5288:250421391	16649	0.0518101983531769
A5290:250420788	24600	0.0765529989481742
A5291:250420789	19784	0.0615660378532796
A5293:250420790	10190	0.0317103682634917
A5294:250420791	12071	0.0375638719635533
A5295:250420792	18999	0.059123188090096
A5296:250420793	7788	0.0242355591792025
A5297:250420794	13218	0.0411332333372751
A5298:250420795	21893	0.0681290571533487
A5304:250420796	21750	0.0676840539480809
A5306_1:250441825	684	0.00212854680002241
A5306:250420797	15542	0.0483653134005091
A5313:250420798	15735	0.0489659121320944
A5315_1:250441826	571	0.00177690091054502
A5315:250420799	10069	0.0313338270898035
A5317_1:250441827	136	0.000423219831583402
A5317:250420800	10146	0.0315734442003324
A5318:250420801	12207	0.0379870917951367
A5319_1:250441828	291	0.000905565963167427
A5319:250420802	11394	0.0354571085372153
A5320:250420803	17096	0.0532012223584548
A5321:250420804	15011	0.046712888911018
A5322:250420805	15252	0.047462859347868
A5323:250420806	16758	0.0521493966005489
A5324:250420807	12832	0.0399320358741046
A5325:250420808	11201	0.0348565098056301
A5326:250420809	15485	0.0481879345005072
A5327:250420810	14699	0.0457419728267973
A5329:250420811	16743	0.0521027179426537
A5331:250420812	15367	0.0478207290583981
A5333:250420813	15330	0.0477055883689232
A5334:250441950	21030	0.0654434783691099
A5335:250420814	11509	0.0358149782477454
A5336:250420815	7025	0.0218611714475985
A5337:250420816	19461	0.0605608907532691
A5338:250420817	15334	0.0477180360110286
A5340:250420818	18589	0.0578473047742931
A5341:250420819	26381	0.082095311595601
A5342:250420820	23190	0.0721652051060228
A5344:250420821	14285	0.044453641868889
A5346:250420822	14650	0.0455894892110062
A5349:250420823	15193	0.0472792566268135
A5350:250420824	17474	0.0543775245374145
A5358:250420825	10956	0.0340940917266747
A5359:250420826	14679	0.0456797346162703
A5364:250420827	22747	0.0707866287428504
A5365:250420828	11100	0.0345422068424689
A5366:250420829	14614	0.0454774604320577
A5368:250420830	18243	0.0567705837321765
A5373:250420831	9519	0.0296222763003118
A5376:250420833	12777	0.0397608807951554
A5377:250441951	16558	0.0515270144952792
A5381:250420834	12985	0.0404081581846359
A5382:250420835	17202	0.0535310848742477
A5383:250420836	14242	0.044319829716256
A5384:250420837	10749	0.0334499262477205
A5386:250420838	15896	0.0494669297268365
A5388:250420839	9227	0.028713598426618
A5391:250420841	12024	0.0374176121688149
A5392:250420842	16343	0.0508579537321143
A5394:250420843	17634	0.0548754302216303
A5395:250420844	11222	0.0349218599266834
A5396:250420845	14962	0.046560405295227
A5397:250420846	17517	0.0545113366900475
A5398:250420847	17444	0.054284167221624
A5400:250420848	16576	0.0515830288847535
A5401:250420849	10245	0.0318815233424409
A5402:250420850	16679	0.0519035556689674
A5403:250420851	21774	0.0677587398007132
A5405:250420852	20886	0.0649953632533157
A5406:250420853	6287	0.0195645814791533
A5409:250420854	14864	0.0462554380636448
A5412:250420855	9958	0.0309884050213788
A5413_1:250441829	164	0.000510353326321162
A5413:250420856	10612	0.0330235945056108
A5416:250420857	10829	0.0336988790898284
A5417:250420858	12426	0.038668600200407
A5420_1:250441830	92	0.000286295768424066
A5420:250420859	23357	0.072684894163923
A5424:250420860	14449	0.0449639951952101
A5425_1:250441831	1170	0.0036409353158278
A5425:250420861	16642	0.0517884149794925
A5429:250420862	9896	0.0307954665687452
A5434:250420863	12911	0.0401778768056861
A5436:250420864	17289	0.05380182109004
A5438:250420865	18377	0.0571875797427072
A5442:250420866	3	9.33573157904564e-06
A5445:250420867	17399	0.0541441312479384
A5446:250420868	14485	0.0450760239741587
A5447:250420869	11908	0.0370566305477585
A5448:250420870	11220	0.0349156361056307
A5449:250420871	15320	0.0476744692636597
A5450:250420872	14853	0.046221207047855
A5451_1:250441832	326	0.00101448283158963
A5451:250420873	14856	0.046230542779434
A5452:250420874	16331	0.0508206108057981
A5453:250420875	18663	0.0580775861532429
A5454:250420876	20674	0.0643356382217298
A5458_1:250441833	207	0.000644165478954149
A5458:250420877	14115	0.0439246170794097
A5459:250420878	15589	0.0485115731952475
A5463_1:250441834	288	0.000896230231588381
A5463:250420879	14054	0.0437347905373025
A5464:250420880	12440	0.0387121669477759
A5465:250420881	10249	0.0318939709845463
A5466:250420882	29944	0.0931830488009809
A5470:250420883	8837	0.0274999533213421
A5471:250420915	11416	0.035525570568795
A5474:250420916	9700	0.0301855321055809
A5476:250420917	5468	0.0170159267580739
A5478:250420918	4914	0.0152919283264768
A5479_1:250441835	797	0.00248019268949979
A5479:250420919	13406	0.0417182725162286
A5480_1:250441836	2566	0.00798516241061037
A5480:250420920	8051	0.0250539916476321
A5481:250420921	10749	0.0334499262477205
A5482:250420922	13319	0.0414475363004363
A5483:250420923	11043	0.034364827942467
A5485:250420924	9561	0.0297529765424185
A5487:250420925	11298	0.0351583651266859
A5491:250420926	8524	0.026525925326595
A5492:250420927	9293	0.028918984521357
A5494:250420928	11708	0.0364342484424888
A5498:250441952	13388	0.0416622581267543
A5501:250420929	8648	0.0269118022318622
A5502:250420930	15180	0.0472388017899709
A5509:250420931	11351	0.0353232963845823
A5510:250420932	10901	0.0339229366477255
A5513:250420933	8891	0.0276679964897649
A5518:250420934	11370	0.035382422684583
A5524:250420935	10730	0.0333907999477199
A5528:250420936	14158	0.0440584292320427
A5537:250420937	8950	0.0278515992108195
A5538:250420938	11310	0.0351957080530021
A5540:250441953	18236	0.0567488003584921
A5541:250420939	17393	0.0541254597847803
A5546:250420940	10363	0.03224872878455
A5550:250420941	12304	0.0382889471161925
A5555:250420942	8018	0.0249512986002626
A5559:250420943	15846	0.0493113342005191
A5562:250420944	17242	0.0536555612953016
A5563:250420945	11908	0.0370566305477585
A5566:250441954	14254	0.0443571726425722
A5568:250420946	16437	0.0511504733215911
A5576_1:250441837	10781	0.0335495073845637
A5576:250420947	18283	0.0568950601532305
A5578_1:250441838	11876	0.0369570494109153
A5578:250420948	9448	0.0294013306529411
A5584:250420949	19092	0.0594125957690465
A5585:250420950	12492	0.038873986295146
A5588:250420951	11697	0.0364000174266989
A5591:250420952	9360	0.0291274825266224
A5592:250420953	11457	0.0356531589003753
A5593:250420954	18402	0.057265377505866
A5594:250420955	11323	0.0352361628898446
A5604:250420956	7971	0.0248050388055243
A5605:250420957	14176	0.044114443621517
A5611:250420958	10686	0.0332538758845606
A5619:250420959	14639	0.0455552581952164
A5621:250420960	11284	0.035114798379317
A5633:250420961	7146	0.0222377126212867
A5635:250441955	9888	0.0307705712845344
A5638:250420962	11555	0.0359581261319575
A5646:250420963	8163	0.0254025256265832
A5659:250420964	16240	0.0505374269479004
A5660:250420965	13307	0.0414101933741201
A5667:250420966	10714	0.0333410093792983
A5675:250420968	17184	0.0534750704847734
A5682:250420969	11235	0.0349623147635259
A5688:250420970	12200	0.0379653084214523
A5692:250420971	13652	0.0424838025057104
A5698:250420972	13879	0.0431902061951915
A5700:250420973	19317	0.0601127756374749
A5714:250420974	20423	0.0635545486796164
A5716:250420976	13156	0.0409402948846415
A5717:250420977	14001	0.043569859279406
A5719:250420978	15827	0.0492522079005184
A5720:250420979	16826	0.0523610065163406
A5721:250420980	5390	0.0167731977370187
A5722:250420981	13270	0.0412950526846452
A5723:250420982	14231	0.0442855987004662
A5726:250441956	15290	0.0475811119478693
A5730:250420983	11873	0.0369477136793363
A5732:250420984	10996	0.0342185681477286
A5733:250420985	7124	0.022169250589707
A5734:250420986	14657	0.0456112725846906
A5735:250420987	10892	0.0338949294529884
A5737:250420988	7834	0.0243787070634145
A5739:250420989	12513	0.0389393364161994
A5740:250420990	10909	0.0339478319319363
A5741:250420991	13937	0.0433706970057197
A5743:250420992	15162	0.0471827874004967
A5744:250420993	9720	0.0302477703161079
A5745:250420994	7647	0.0237967797949873
A5746:250420995	8734	0.0271794265371282
A5748:250420996	8362	0.0260217958213265
A5751:250420997	7573	0.0235664984160375
A5753:250420998	10148	0.0315796680213851
A5754:250420999	12517	0.0389517840583048
A5760:250421000	10693	0.033275659258245
A5761:250421001	12155	0.0378252724477666
A5763:250421002	14754	0.0459131279057465
A5764:250421003	13569	0.0422255139320234
A5766:250421004	10617	0.0330391540582425
A5771:250421005	11636	0.0362101908845917
A5772:250421006	7457	0.0232055167949811
A5778:250421007	6437	0.0200313680581056
A5783:250421008	9660	0.030061055684527
A5785:250421009	10606	0.0330049230424527
A5787:250421010	8516	0.0265010300423842
A5790:250441743	25253	0.0785850765218798
A5792:250441744	17194	0.0535061895900369
A5793:250441745	12366	0.0384818855688261
A5795:250441746	14475	0.0450449048688952
A5797:250441747	17606	0.0547882967268925
A5799:250441748	18147	0.0564718403216471
A5800:250441749	14588	0.0453965507583726
A5801:250441750	18564	0.0577695070111344
A5802:250441751	14157	0.0440553173215164
A5803:250441752	15688	0.048819652337356
A5804:250441958	14263	0.0443851798373093
A5809:250441753	15672	0.0487698617689344
A5810:250441754	17234	0.0536306660110909
A5812:250441755	17695	0.0550652567637375
A5813:250441756	18382	0.057203139295339
A5816:250441757	16666	0.0518631008321249
A5819:250441758	21467	0.0668033832691242
A5826:250441759	20727	0.0645005694796263
A5828:250441760	22267	0.0692929116902031
A5829:250441761	16761	0.052158732332128
A5830:250441762	13801	0.0429474771741363
A5831:250441763	19320	0.0601221113690539
A5832:250441764	11465	0.0356780541845861
A5833:250441765	16460	0.0512220472636971
A5835:250441766	13731	0.0427296434372919
A5837_1:250441997	10216	0.0317912779371768
A5837:250441767	26593	0.0827550366271869
A5838:250441768	18017	0.0560672919532218
A5839_1:250441998	12076	0.037579431516185
A5839:250441769	12704	0.0395337113267319
A5841:250441770	11974	0.0372620166424975
A5842_1:250441999	8456	0.0263143154108033
A5842:250441771	17551	0.0546171416479433
A5843:250441772	23710	0.073783398579724
A5844_1:250442000	9631	0.0299708102792628
A5844:250441773	17867	0.0556005053742695
A5845:250441774	20994	0.0653314495901614
A5846_1:250442001	14176	0.044114443621517
A5846:250441775	22651	0.0704878853323209
A5847:250441776	18171	0.0565465261742794
A5849_1:250442002	10681	0.0332383163319288
A5849:250441777	16034	0.0498963733794726
A5852:250441778	11122	0.0346106688740485
A5855:250441959	14639	0.0455552581952164
A5862_1:250442003	10845	0.03374866965825
A5862:250441779	11547	0.0359332308477467
A5865:250441780	11379	0.0354104298793201
A5867:250441781	18268	0.0568483814953352
A5868:250441782	14330	0.0445936778425747
A5876:250441783	14523	0.0451942765741599
A5881_1:250442004	13885	0.0432088776583496
A5881:250441784	13297	0.0413790742688566
A5896:250441785	21697	0.0675191226901844
A5900:250441786	9246	0.0287727247266187
A5924_1:250442005	13182	0.0410212045583265
A5924:250441787	16433	0.0511380256794857
A5927:250441788	19707	0.0613264207427508
A5936:250441789	16030	0.0498839257373672
A5937:250441790	18326	0.0570288723058635
A5938:250441791	20502	0.0638003896111979
A5945:250441792	20500	0.0637941657901452
A5946:250441793	18989	0.0590920689848325
A5948:250441794	17246	0.053668008937407
A5949:250441795	26680	0.0830257728429792
A5950:250441796	17347	0.0539823119005682
A5951:250441797	15844	0.0493051103794664
A5953_1:250442006	10842	0.0337393339266709
A5953:250441798	15262	0.0474939784531315
A5954_1:250442007	11553	0.0359519023109048
A5954:250441799	17514	0.0545020009584684
A5960_1:250442008	16961	0.0527811144373977
A5960:250441800	16674	0.0518879961163357
A5969:250441801	15643	0.0486796163636703
A5974_1:250442009	12939	0.0402650103004238
A5974:250441802	14637	0.0455490343741637
A5975:250441804	11491	0.0357589638582711
A5977_1:250442010	16601	0.0516608266479122
A5977:250441805	17129	0.0533039154058242
A5981:250441806	12061	0.0375327528582898
A5982:250441807	25163	0.0783050045745085
A5988_1:250442011	11623	0.0361697360477492
A5988:250441808	10244	0.0318784114319145
B3002:250272830	8082	0.025150460873949
B3008:250284473	15175	0.0472232422373392
B3010:250272831	6677	0.0207782265844292
B3012:250272832	8754	0.0272416647476552
B3013:250272833	17265	0.0537271352374077
B3018:250272834	10831	0.0337051029108811
B3019:250272835	9236	0.0287416056213552
B3021:250272836	14500	0.0451227026320539
B3022:250272837	10923	0.0339913986793052
B3024:250272838	5741	0.017865478331767
B3025:250272839	5094	0.0158520722212195
B3026:250272840	12657	0.0393874515319936
B3027:250272841	19319	0.0601189994585276
B3030:250272842	10846	0.0337517815687763
B3031:250284474	3327	0.0103533263211616
B3032:250272843	7877	0.0245125192160475
B3033:250272844	5630	0.0175200562633423
B3034:250272845	13703	0.0426425099425541
B3035:250272846	8388	0.0261027054950116
B3036:250272847	3272	0.0101821712422124
B3037:250272848	9661	0.0300641675950533
B3039:250272849	10743	0.0334312547845624
B3040:250272850	17636	0.054881654042683
B3045:250272851	9017	0.0280600972160848
B3046:250272852	16268	0.0506245604426382
B3051:250272853	9363	0.0291368182582014
B3052:250272854	9938	0.0309261668108519
B3053:250272855	5001	0.0155626645422691
B3054:250272856	5709	0.0177658971949239
B3055:250272857	12604	0.0392225202740971
B3058:250272858	16979	0.052837128826872
B3059:250272859	17225	0.0536026588163537
B3060:250272860	24099	0.0749939317744736
B3061:250272861	9912	0.0308452571371668
B3065:250272862	6576	0.020463923621268
B3066:250272863	3371	0.0104902503843209
B3067:250272864	9565	0.0297654241845238
B3071:250283787	7731	0.0240581802792006
B3075:250283788	5113	0.0159111985212201
B3076:250283789	1467	0.00456517274215332
B3077:250283790	2356	0.00733166120007718
B3081:250283791	2235	0.006955120026389
B3082:250283792	1348	0.00419485538951784
B3083:250283793	1857	0.00577881784742925
B3085:250283794	297	0.000924237426325518
B3086:250283795	12567	0.0391073795846222
B3087:250283796	3938	0.0122547036527606
B3088:250283797	11165	0.0347444810266815
B3090:250283798	8088	0.025169132337107
B3091:250284475	2775	0.00863555171061722
B3092:250283799	7892	0.0245591978739427
B3093:250283800	7771	0.0241826567002546
B3094:250283801	4713	0.0146664343106807
B3095:250283802	3566	0.0110970729369589
B3098:250283803	12132	0.0377536985056606
B3100:250283804	16407	0.0510571160058006
B3104:250283805	15099	0.0469867370373367
B3105:250283806	3170	0.00986475636852489
B3106:250283807	2162	0.00672795055796556
B3107:250283808	4253	0.0132349554685604
B3113:250283809	3396	0.0105680481474797
B3114:250283810	4055	0.0126187971843434
B3115:250283811	8715	0.0271203002371276
B3116:250283812	11643	0.0362319742582761
B3117:250283813	7917	0.0246369956371014
B3119:250283814	1895	0.0058970704474305
B3120:250283815	3839	0.0119466245106521
B3126:250283816	5342	0.0166238260317539
B3127:250283817	4230	0.0131633815264544
B3135:250283818	5795	0.0180335215001898
B3137:250283819	9889	0.0307736831950608
B3138:250283821	16207	0.0504347339005309
B3139:250283822	5312	0.0165304687159635
B3140:250283823	7844	0.024409826168678
B3141:250283824	5933	0.0184629651528259
B3142:250283825	4562	0.0141965358212021
B3143:250283826	176	0.000547696252637344
B3145:250283827	6061	0.0188612897001985
B3146:250283829	6571	0.0204483640686363
B3150:250283830	6599	0.0205354975633741
B3152:250283831	16969	0.0528060097216085
B3153_mrg:250283832	16972	0.0528153454531875
B3154:250283833	6146	0.0191258020949382
B3157:250283834	5193	0.016160151363328
B3159:250283835	6861	0.0213508181212774
B3160:250283836	2584	0.00804117680008464
B3161:250283837	4685	0.0145793008159429
B3162:250283838	2391	0.00744057806849937
B3165:250283839	8615	0.0268091091844927
B3166:250283840	2309	0.00718540140533879
B3167:250283841	1608	0.00500395212636846
B3168:250283842	1996	0.0062113734105917
B3172:250283843	8052	0.0250571035581585
B3173:250283844	6743	0.0209836126791682
B3174:250283845	17891	0.0556751912269018
B3175:250283846	11780	0.0366583060003859
B3176:250284476	4091	0.0127308259632919
B3180:250283847	4961	0.0154381881212151
B3183:250283848	1624	0.00505374269479004
B3185:250283849	2680	0.0083399202106141
B3190:250283850	2559	0.00796337903692593
B3191:250283851	9641	0.0300019293845263
B3192:250283852	6080	0.0189204160001992
B3193:250283853	14351	0.044659027963628
B3194:250283854	3148	0.00979629433694522
B3195:250283855	4110	0.0127899522632925
B3196:250283856	2107	0.00655679547901639
B3198:250283857	4004	0.0124600897474996
B3199:250283858	4951	0.0154070690159517
B3200:250283859	10153	0.0315952275740168
B3201:250283860	5931	0.0184567413317732
B3202:250283861	5806	0.0180677525159797
B3203:250283862	3795	0.0118097004474927
B3204:250283863	5654	0.0175947421159747
B3205:250283864	5194	0.0161632632738543
B3207:250283865	5007	0.0155813360054272
B3208:250283866	3954	0.0123044942211822
B3210:250283867	8330	0.0259222146844834
B3211:250283868	6858	0.0213414823896983
B3212:250283869	2075	0.00645721434217323
B3215:250283870	5896	0.018347824463351
B3217:250283871	999	0.0031087986158222
B3218:250283872	4076	0.0126841473053967
B3222:250284477	2171	0.00675595775270269
B3223:250283873	5650	0.0175822944738693
B3226:250284478	5975	0.0185936653949326
B3227:250283874	5914	0.0184038388528253
B3228:250283875	14056	0.0437410143583552
B3230:250283876	5049	0.0157120362475338
B3236:250283877	6598	0.0205323856528477
B3238:250283878	792	0.00246463313686805
B3239:250283879	6906	0.0214908540949631
B3246:250283880	3827	0.0119092815843359
B3248:250283881	2177	0.00677462921586079
B3250:250283882	8094	0.0251878038002651
B3251:250273023	8913	0.0277364585213446
B3252:250284479	12602	0.0392162964530444
B3253:250273024	10725	0.0333752403950882
B3254:250284516	4971	0.0154693072264786
B3257:250273025	1336	0.00415751246320166
B3258:250273026	3580	0.0111406396843278
B3260:250284480	5717	0.0177907924791346
B3261:250273027	4802	0.0149433943475257
B3262:250273028	6143	0.0191164663633591
B3263:250273029	3157	0.00982430153168236
B3266:250273030	5737	0.0178530306896616
B3267:250273031	12707	0.039543047058311
B3268:250273032	8957	0.0278733825845039
B3270:250273033	8460	0.0263267630529087
B3273:250273034	1089	0.00338887056319357
B3276:250273035	8389	0.026105817405538
B3277:250273036	3607	0.0112246612685392
B3279:250273037	5913	0.018400726942299
B3284:250273038	5020	0.0156217908422697
B3290:250273039	12565	0.0391011557635695
B3291:250273040	14353	0.0446652517846807
B3292:250273041	13962	0.0434484947688784
B3294:250273042	15003	0.0466879936268072
B3298:250273043	5209	0.0162099419317496
B3299:250273044	3441	0.0107080841211653
B3301:250273045	4487	0.0139631425317259
B3302:250273046	2304	0.00716984185270705
B3305:250284481	5396	0.0167918692001768
B3306:250273047	12453	0.0387526217846184
B3308:250273048	9804	0.0305091708003211
B3309:250273049	9931	0.0309043834371674
B3312:250273050	5708	0.0177627852843975
B3317:250273051	12667	0.039418570637257
B3318:250273052	15809	0.0491961935110442
B3319:250273053	7650	0.0238061155265664
B3320:250273054	9806	0.0305153946213738
B3321:250273055	11230	0.0349467552108942
B3323:250273056	17842	0.0555227076111108
B3324:250273057	18016	0.0560641800426954
B3326:250273058	18384	0.0572093631163917
B3328:250273059	10667	0.0331947495845599
B3329:250273060	8076	0.0251317894107909
B3330:250273061	16136	0.0502137882531601
B3332:250273062	9555	0.0297343050792604
B3334:250273063	5163	0.0160667940475375
B3337:250273065	18448	0.057408525390078
B3342:250273066	10045	0.0312591412371711
B3343:250273067	15285	0.0475655523952375
B3345:250273068	6551	0.0203861258581093
B3346:250273069	18019	0.0560735157742745
B3348:250273070	12769	0.0397359855109446
B3349:250273071	9505	0.0295787095529429
B3351:250273073	6063	0.0188675135212512
B3353:250273074	7465	0.0232304120791919
B3355:250273075	13709	0.0426611814057122
B3356:250273076	3280	0.0102070665264232
B3358:250273077	3757	0.0116914478474915
B3359:250273078	6300	0.0196050363159958
B3360:250273079	9458	0.0294324497582046
B3361:250273080	13341	0.041515998332016
B3362:250284482	14114	0.0439215051688834
B3364:250273081	11908	0.0370566305477585
B3366:250273082	13066	0.0406602229372701
B3367:250284483	5327	0.0165771473738587
B3369:250273083	6127	0.0190666757949375
B3370:250273084	3677	0.0114424950053836
B3371:250273085	8792	0.0273599173476564
B3372:250273086	3525	0.0109694846053786
B3373:250273087	8579	0.0266970804055442
B3375:250273088	8374	0.0260591387476427
B3377:250273089	5708	0.0177627852843975
B3380:250273090	9129	0.0284086311950359
B3383:250273091	7754	0.0241297542213066
B3384:250273092	7952	0.0247459125055236
B3385:250273093	8611	0.0267966615423873
B3389:250273094	13781	0.0428852389636093
B3390:250273095	13351	0.0415471174372794
B3391:250273096	12491	0.0388708743846197
B3392:250273097	7647	0.0237967797949873
B3393:250273098	3218	0.0100141280737896
B3394:250273099	12110	0.0376852364740809
B3397:250273100	12762	0.0397142021372602
B3398:250273101	11256	0.0350276648845792
B3399:250273102	7466	0.0232335239897182
B3400:250273103	6546	0.0203705663054776
B3401:250273104	12389	0.0385534595109321
B3403:250273105	11330	0.035257946263529
B3404:250273106	7696	0.0239492634107784
B3406:250273107	4389	0.0136581753001438
B3407:250273108	7742	0.0240924112949904
B3410:250273109	11561	0.0359767975951155
B3411:250273110	8599	0.0267593186160711
B3414:250273111	17843	0.0555258195216371
B3419:250273112	10905	0.0339353842898309
B3421:250273113	15895	0.0494638178163101
B3424:250273114	12472	0.0388117480846191
B3426:250284484	8460	0.0263267630529087
B3428:250273115	11978	0.0372744642846029
B3429:250273116	11135	0.0346511237108911
B3431:250273117	6532	0.0203269995581087
B3432:250273118	13460	0.0418863156846514
B3436:250273151	10473	0.0325910389424483
B3437:250273152	9027	0.0280912163213483
B3439:250273153	9066	0.0282125808318759
B3442:250273154	5710	0.0177690091054502
B3443:250273155	1682	0.00523423350531825
B3444:250273156	1341	0.0041730720158334
B3450:250273157	6446	0.0200593752528427
B3452:250273158	8697	0.0270642858476533
B3453:250273159	10061	0.0313089318055927
B3454:250273160	5251	0.0163406421738562
B3455:250273161	14938	0.0464857194425946
B3456:250273162	8764	0.0272727838529187
B3457:250273163	5153	0.0160356749422741
B3458:250273164	6375	0.019838429605472
B3459:250273165	2616	0.0081407579369278
B3462:250273166	8091	0.0251784680686861
B3463:250273167	5735	0.0178468068686089
B3465:250273168	10984	0.0341812252214124
B3467:250273169	13373	0.0416155794688591
B3468:250273170	3893	0.0121146676790749
B3470:250273171	1112	0.00346044450529958
B3471:250273172	1851	0.00576014638427116
